"glyph","hex","glyph_desc","glyph_script","alnum","alphabetic","block","gen_cat","indic_syl_cat","script","script_extent","ascii","basic_emoji","canon_combine_form","cjk_radical","default_ignorable","diacritic","emoji","equiv_uni_ideo","ext_picto","hangul_syl_type","hantype","ideograph","math","nonchar_code_point","radical","pattern_white_space","unified_ideograph","white_space","decimal"
" 🜀 ","1F700","ALCHEMICAL SYMBOL FOR QUINTESSENCE","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128768
" 🜁 ","1F701","ALCHEMICAL SYMBOL FOR AIR","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128769
" 🜂 ","1F702","ALCHEMICAL SYMBOL FOR FIRE","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128770
" 🜃 ","1F703","ALCHEMICAL SYMBOL FOR EARTH","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128771
" 🜄 ","1F704","ALCHEMICAL SYMBOL FOR WATER","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128772
" 🜅 ","1F705","ALCHEMICAL SYMBOL FOR AQUAFORTIS","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128773
" 🜆 ","1F706","ALCHEMICAL SYMBOL FOR AQUA REGIA","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128774
" 🜇 ","1F707","ALCHEMICAL SYMBOL FOR AQUA REGIA-2","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128775
" 🜈 ","1F708","ALCHEMICAL SYMBOL FOR AQUA VITAE","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128776
" 🜉 ","1F709","ALCHEMICAL SYMBOL FOR AQUA VITAE-2","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128777
" 🜊 ","1F70A","ALCHEMICAL SYMBOL FOR VINEGAR","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128778
" 🜋 ","1F70B","ALCHEMICAL SYMBOL FOR VINEGAR-2","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128779
" 🜌 ","1F70C","ALCHEMICAL SYMBOL FOR VINEGAR-3","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128780
" 🜍 ","1F70D","ALCHEMICAL SYMBOL FOR SULFUR","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128781
" 🜎 ","1F70E","ALCHEMICAL SYMBOL FOR PHILOSOPHERS SULFUR","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128782
" 🜏 ","1F70F","ALCHEMICAL SYMBOL FOR BLACK SULFUR","Other Symbol","No","No","Alchemical_Symbols","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",128783
