"glyph","hex","glyph_desc","glyph_script","alnum","alphabetic","block","gen_cat","indic_syl_cat","script","script_extent","ascii","basic_emoji","canon_combine_form","cjk_radical","default_ignorable","diacritic","emoji","equiv_uni_ideo","ext_picto","hangul_syl_type","hantype","ideograph","math","nonchar_code_point","radical","pattern_white_space","unified_ideograph","white_space","decimal"
" 𞗐 ","1E5D0","OL ONAL LETTER O","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124368
" 𞗑 ","1E5D1","OL ONAL LETTER OM","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124369
" 𞗒 ","1E5D2","OL ONAL LETTER ONG","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124370
" 𞗓 ","1E5D3","OL ONAL LETTER ORR","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124371
" 𞗔 ","1E5D4","OL ONAL LETTER OO","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124372
" 𞗕 ","1E5D5","OL ONAL LETTER OY","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124373
" 𞗖 ","1E5D6","OL ONAL LETTER A","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124374
" 𞗗 ","1E5D7","OL ONAL LETTER AD","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124375
" 𞗘 ","1E5D8","OL ONAL LETTER AB","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124376
" 𞗙 ","1E5D9","OL ONAL LETTER AH","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124377
" 𞗚 ","1E5DA","OL ONAL LETTER AL","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124378
" 𞗛 ","1E5DB","OL ONAL LETTER AW","Ol Onal Script",NA,"Yes","Ol_Onal","Other_Letter","Other","Ol_Onal",NA,"No","No","Not_Reordered",NA,"No","No","No","null","No","Not_Applicable","na","No","No","No","No","No","No","No",124379
