"glyph","hex","glyph_desc","glyph_script","alnum","alphabetic","block","gen_cat","indic_syl_cat","script","script_extent","ascii","basic_emoji","canon_combine_form","cjk_radical","default_ignorable","diacritic","emoji","equiv_uni_ideo","ext_picto","hangul_syl_type","hantype","ideograph","math","nonchar_code_point","radical","pattern_white_space","unified_ideograph","white_space","decimal"
" 🀀 ","1F000","MAHJONG TILE EAST WIND","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126976
" 🀁 ","1F001","MAHJONG TILE SOUTH WIND","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126977
" 🀂 ","1F002","MAHJONG TILE WEST WIND","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126978
" 🀃 ","1F003","MAHJONG TILE NORTH WIND","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126979
" 🀄 ","1F004","MAHJONG TILE RED DRAGON","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","Yes","Not_Reordered",NA,"No","No","Yes",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126980
" 🀅 ","1F005","MAHJONG TILE GREEN DRAGON","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126981
" 🀆 ","1F006","MAHJONG TILE WHITE DRAGON","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126982
" 🀇 ","1F007","MAHJONG TILE ONE OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126983
" 🀈 ","1F008","MAHJONG TILE TWO OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126984
" 🀉 ","1F009","MAHJONG TILE THREE OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126985
" 🀊 ","1F00A","MAHJONG TILE FOUR OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126986
" 🀋 ","1F00B","MAHJONG TILE FIVE OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126987
" 🀌 ","1F00C","MAHJONG TILE SIX OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126988
" 🀍 ","1F00D","MAHJONG TILE SEVEN OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126989
" 🀎 ","1F00E","MAHJONG TILE EIGHT OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126990
" 🀏 ","1F00F","MAHJONG TILE NINE OF CHARACTERS","Other Symbol","No","No","Mahjong_Tiles","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"Yes","Not_Applicable","na","No","No","No","No","No","No","No",126991
