"glyph","hex","glyph_desc","glyph_script","alnum","alphabetic","block","gen_cat","indic_syl_cat","script","script_extent","ascii","basic_emoji","canon_combine_form","cjk_radical","default_ignorable","diacritic","emoji","equiv_uni_ideo","ext_picto","hangul_syl_type","hantype","ideograph","math","nonchar_code_point","radical","pattern_white_space","unified_ideograph","white_space","decimal"
" 、 ","3001","IDEOGRAPHIC COMMA","Other Punctuation","No","No","CJK_Symbols_And_Punctuation","Other_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12289
" 。 ","3002","IDEOGRAPHIC FULL STOP","Other Punctuation","No","No","CJK_Symbols_And_Punctuation","Other_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12290
" 〃 ","3003","DITTO MARK","Other Punctuation","No","No","CJK_Symbols_And_Punctuation","Other_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12291
" 〄 ","3004","JAPANESE INDUSTRIAL STANDARD SYMBOL","Other Symbol","No","No","CJK_Symbols_And_Punctuation","Other_Symbol","Other","Common","Common","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12292
" 々 ","3005","IDEOGRAPHIC ITERATION MARK","Han Script","Yes","Yes","CJK_Symbols_And_Punctuation","Modifier_Letter","Other","Han","Han","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","Han","No","No","No","No","No","No","No",12293
" 〆 ","3006","IDEOGRAPHIC CLOSING MARK","Other Letter","Yes","Yes","CJK_Symbols_And_Punctuation","Other_Letter","Other","Common","Han","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","Yes","No","No","No","No","No","No",12294
" 〇 ","3007","IDEOGRAPHIC NUMBER ZERO","Han Script","Yes","Yes","CJK_Symbols_And_Punctuation","Letter_Number","Other","Han","Han","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","Han","Yes","No","No","No","No","No","No",12295
" 〈 ","3008","LEFT ANGLE BRACKET","Open Punctuation","No","No","CJK_Symbols_And_Punctuation","Open_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12296
" 〉 ","3009","RIGHT ANGLE BRACKET","Close Punctuation","No","No","CJK_Symbols_And_Punctuation","Close_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12297
" 《 ","300A","LEFT DOUBLE ANGLE BRACKET","Open Punctuation","No","No","CJK_Symbols_And_Punctuation","Open_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12298
" 》 ","300B","RIGHT DOUBLE ANGLE BRACKET","Close Punctuation","No","No","CJK_Symbols_And_Punctuation","Close_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12299
" 「 ","300C","LEFT CORNER BRACKET","Open Punctuation","No","No","CJK_Symbols_And_Punctuation","Open_Punctuation","Other","Common","Bopomofo,Han,Hangul,Hiragana,Katakana,Yi","No","No","Not_Reordered",NA,"No","No","No",NA,"No","Not_Applicable","na","No","No","No","No","No","No","No",12300
